Date,Open,High,Low,Close,Adj Close,Volume
2013-04-04,618.799988,623.400024,613.450012,616.150024,592.567261,2045496
2013-04-05,614.950012,626.400024,613.400024,620.950012,597.183472,3239980
2013-04-08,618.950012,628.950012,617.750000,624.450012,600.549622,2163032
2013-04-09,628.099976,628.099976,617.400024,620.599976,596.846863,3690102
2013-04-10,626.799988,633.650024,618.950012,632.000000,607.810608,3786126
2013-04-11,632.500000,642.000000,631.900024,639.250000,614.783142,6266517
2013-04-12,636.099976,645.849976,636.099976,643.700012,619.062805,3801520
2013-04-15,642.099976,643.450012,635.000000,641.549988,616.995056,3980942
2013-04-16,643.000000,665.849976,642.349976,663.349976,637.960632,3435078
2013-04-17,665.000000,671.849976,656.799988,660.099976,634.835022,3739237
2013-04-18,654.000000,675.400024,654.000000,673.599976,647.818359,2305946
2013-04-22,673.599976,702.000000,673.599976,698.299988,671.572937,4965038
2013-04-23,698.799988,700.000000,678.799988,689.000000,662.628967,5965890
2013-04-25,689.000000,695.000000,680.049988,689.549988,663.157959,6473781
2013-04-26,687.650024,692.250000,683.000000,689.099976,662.725098,2142186
2013-04-29,688.250000,696.849976,686.500000,695.150024,668.543579,2918858
2013-04-30,694.000000,695.950012,676.799988,682.299988,656.185364,3138068
2013-05-02,682.299988,694.000000,682.299988,692.500000,665.994934,3075817
2013-05-03,692.599976,694.000000,678.650024,680.950012,654.887024,3071646
2013-05-06,679.000000,679.299988,669.950012,675.500000,649.645630,1918365
2013-05-07,676.299988,689.900024,672.500000,688.049988,661.715271,2774616
2013-05-08,689.000000,699.500000,686.500000,697.150024,670.466980,2163489
2013-05-09,699.049988,699.500000,688.200012,690.049988,663.638733,1130840
2013-05-10,688.700012,704.900024,688.650024,703.349976,676.429688,3478314
2013-05-13,705.000000,711.450012,690.799988,692.750000,666.235413,2398493
2013-05-14,690.049988,694.900024,685.099976,689.049988,662.677063,1663419
2013-05-15,693.500000,716.000000,691.349976,714.849976,687.489563,3543370
2013-05-16,712.000000,724.000000,711.000000,722.799988,695.135254,2915154
2013-05-17,722.500000,722.500000,709.200012,718.900024,691.384583,3204963
2013-05-20,719.500000,724.000000,712.150024,714.500000,687.153015,1460402
2013-05-21,714.000000,718.000000,705.049988,707.799988,680.709412,2301625
2013-05-22,707.500000,712.000000,698.000000,703.450012,676.525879,1353028
2013-05-23,699.000000,706.450012,694.299988,698.599976,671.861450,1976312
2013-05-24,705.750000,705.750000,694.299988,701.349976,674.506165,2066060
2013-05-27,698.599976,717.000000,698.599976,715.049988,687.681885,2248802
2013-05-28,714.250000,720.799988,706.799988,713.299988,685.998840,1676979
2013-05-29,710.049988,718.450012,703.849976,715.950012,688.547485,1233373
2013-05-30,710.099976,727.299988,710.099976,725.150024,697.395325,3839364
2013-05-31,717.250000,720.700012,697.700012,700.500000,673.688721,3083224
2013-06-03,698.000000,701.400024,686.549988,689.150024,662.773254,1972531
2013-06-04,687.299988,693.799988,681.000000,683.049988,656.906738,1404081
2013-06-05,682.000000,694.400024,678.500000,687.950012,661.619141,1890919
2013-06-06,683.500000,689.400024,678.000000,682.200012,656.089172,1779103
2013-06-07,681.750000,693.400024,673.200012,676.150024,650.270752,2389056
2013-06-10,681.049988,687.000000,671.500000,676.349976,650.463074,1592003
2013-06-11,673.450012,680.900024,662.200012,664.900024,639.451355,2955215
2013-06-12,662.000000,673.400024,658.450012,663.950012,638.537659,2453913
2013-06-13,657.599976,661.000000,653.349976,655.099976,635.289001,1787434
2013-06-14,662.000000,668.450012,659.299988,665.049988,644.938110,3741303
2013-06-17,665.599976,669.200012,657.349976,667.349976,647.168518,3267727
2013-06-18,668.000000,668.000000,655.000000,657.450012,637.567993,3111642
2013-06-19,656.099976,666.599976,652.849976,665.200012,645.083618,2411739
2013-06-20,658.849976,658.849976,634.599976,636.599976,617.348450,3784511
2013-06-21,636.799988,642.549988,630.099976,635.250000,616.039368,4474961
2013-06-24,631.799988,633.849976,623.750000,625.349976,606.438660,2692013
2013-06-25,626.000000,646.400024,622.400024,634.000000,614.827087,4671608
2013-06-26,631.500000,637.650024,620.000000,622.849976,604.014343,2619005
2013-06-27,634.000000,652.700012,622.349976,646.500000,626.949097,6750890
2013-06-28,649.500000,673.200012,649.099976,669.500000,649.253540,5270670
2013-07-01,669.000000,674.000000,664.650024,668.750000,648.526184,2459671
2013-07-02,668.700012,668.750000,654.299988,656.549988,636.695190,2295788
2013-07-03,654.000000,654.700012,643.599976,650.650024,630.973572,3346565
2013-07-04,653.799988,657.450012,645.700012,655.150024,635.337585,2397765
2013-07-05,660.099976,672.750000,658.500000,667.750000,647.556335,2385874
2013-07-08,664.000000,667.450012,652.750000,660.450012,640.477234,1792324
2013-07-09,662.200012,673.750000,662.200012,670.299988,650.029297,1760048
2013-07-10,670.250000,671.900024,656.150024,659.299988,639.362061,1784645
2013-07-11,667.000000,686.700012,666.049988,683.250000,662.587769,2649892
2013-07-12,687.000000,697.700012,681.799988,695.750000,674.709717,3908713
2013-07-15,691.000000,698.049988,684.000000,695.450012,674.418762,2127972
2013-07-16,679.000000,684.500000,669.950012,678.700012,658.175293,2911846
2013-07-17,677.799988,680.799988,647.900024,662.900024,642.853088,5658497
2013-07-18,669.900024,688.500000,656.950012,684.099976,663.411987,3415970
2013-07-19,688.049988,691.950012,673.150024,680.000000,659.435974,3114605
2013-07-22,676.000000,687.000000,676.000000,682.049988,661.423950,1615108
2013-07-23,687.900024,690.000000,681.049988,683.599976,662.927063,1853696
2013-07-24,674.000000,676.000000,653.500000,659.950012,639.992310,3657187
2013-07-25,660.650024,666.000000,650.150024,653.849976,634.076782,4066814
2013-07-26,656.000000,656.250000,638.000000,644.099976,624.621582,2339123
2013-07-29,643.000000,643.000000,629.650024,632.500000,613.372498,3730556
2013-07-30,630.750000,635.000000,620.099976,625.349976,606.438660,3672771
2013-07-31,621.000000,621.799988,606.900024,609.750000,591.310425,6706130
2013-08-01,613.900024,637.799988,612.400024,632.200012,613.081543,5861652
2013-08-02,630.000000,634.799988,626.849976,631.250000,612.160217,5003962
2013-08-05,631.549988,635.450012,615.000000,632.700012,613.566467,3399593
2013-08-06,631.000000,631.349976,606.500000,608.650024,590.243774,4911295
2013-08-07,609.950012,614.349976,600.000000,601.200012,583.019043,5689114
2013-08-08,604.000000,617.500000,600.000000,610.500000,592.037781,5115362
2013-08-12,610.500000,610.799988,598.650024,602.200012,583.988770,3925217
2013-08-13,603.849976,624.799988,598.150024,620.500000,601.735352,3675598
2013-08-14,622.000000,623.650024,608.650024,621.349976,602.559631,3575927
2013-08-16,621.349976,622.000000,584.900024,587.900024,570.121277,7014892
2013-08-19,587.000000,588.599976,570.299988,584.700012,567.017944,5004610
2013-08-20,574.950012,589.900024,566.500000,584.750000,567.066406,6431746
2013-08-21,606.000000,619.349976,590.000000,593.349976,575.406311,7227149
2013-08-22,589.000000,603.700012,570.000000,588.700012,570.897034,7562673
2013-08-23,592.000000,609.150024,588.299988,607.549988,589.176941,5174611
2013-08-26,612.349976,622.799988,602.549988,611.299988,592.813538,3651902
2013-08-27,597.299988,600.000000,555.450012,561.900024,544.907532,13677093
2013-08-28,555.700012,572.000000,528.000000,561.950012,544.955933,9266888
2013-08-29,568.000000,582.500000,568.000000,572.049988,554.750488,10192751
2013-08-30,571.000000,600.000000,570.650024,594.000000,576.036743,9154229
2013-09-02,598.000000,604.349976,582.500000,589.500000,571.672913,4878929
2013-09-03,596.900024,596.900024,557.049988,562.549988,545.537842,4535002
2013-09-04,567.450012,576.849976,559.150024,564.049988,546.992493,5235450
2013-09-05,584.000000,622.900024,584.000000,609.500000,591.067993,8311562
2013-09-06,611.000000,620.000000,586.750000,616.200012,597.565430,4749304
2013-09-10,616.200012,641.000000,616.200012,638.000000,618.706116,5074709
2013-09-11,633.000000,650.000000,625.549988,647.250000,627.676453,3172598
2013-09-12,642.500000,646.000000,627.599976,633.950012,614.778625,4419134
2013-09-13,632.450012,634.500000,621.000000,629.200012,610.172241,3875780
2013-09-16,637.500000,648.900024,629.000000,642.799988,623.360962,3034804
2013-09-17,638.000000,645.000000,633.599976,642.250000,622.827637,2108022
2013-09-18,643.599976,654.900024,631.150024,650.500000,630.828125,2747404
2013-09-19,680.000000,689.900024,676.299988,683.200012,662.539185,7320226
2013-09-20,682.500000,686.450012,635.250000,659.049988,639.119568,6181538
2013-09-23,651.000000,652.349976,633.099976,641.950012,622.536682,3496310
2013-09-24,633.049988,644.349976,629.950012,638.450012,619.142578,4543797
2013-09-25,638.000000,641.700012,613.200012,620.599976,601.832275,5245230
2013-09-26,621.349976,626.000000,618.000000,621.150024,602.365723,5645610
2013-09-27,622.000000,624.000000,605.000000,608.900024,590.486206,4102173
2013-09-30,606.000000,612.849976,587.700012,593.049988,575.115479,4265607
2013-10-01,598.799988,614.400024,589.349976,611.650024,593.153015,3249277
2013-10-03,611.650024,639.000000,610.000000,636.200012,616.960510,2443228
2013-10-04,635.500000,647.400024,635.000000,640.450012,621.082031,3407094
2013-10-07,636.500000,638.150024,618.250000,634.299988,615.118042,2480500
2013-10-08,650.500000,654.549988,625.799988,632.650024,613.517944,2942037
2013-10-09,625.200012,650.900024,623.000000,649.150024,629.518921,2167190
2013-10-10,649.000000,649.000000,633.349976,641.049988,621.663879,2086321
2013-10-11,647.299988,663.750000,639.349976,661.299988,641.301453,3347566
2013-10-14,657.549988,669.299988,648.650024,667.500000,647.314026,3093930
2013-10-15,673.000000,675.000000,646.599976,652.450012,632.719177,4035831
2013-10-17,652.450012,659.950012,642.549988,654.200012,634.416260,3637897
2013-10-18,655.250000,679.549988,655.250000,676.599976,656.138794,5320296
2013-10-21,674.000000,678.799988,662.549988,671.250000,650.950623,2806356
2013-10-22,671.000000,673.950012,665.200012,669.000000,648.768616,2189524
2013-10-23,669.000000,669.000000,653.799988,660.200012,640.234863,3386239
2013-10-24,656.200012,675.750000,656.200012,669.299988,649.059631,3080482
2013-10-25,665.250000,674.950012,663.150024,672.549988,652.211304,2236718
2013-10-28,673.000000,675.000000,665.400024,667.900024,647.701965,2095522
2013-10-29,668.000000,689.000000,655.549988,686.500000,665.739441,3805729
2013-10-30,686.000000,687.500000,675.750000,679.349976,658.805664,2547168
2013-10-31,676.200012,685.049988,673.400024,680.799988,660.211792,4548889
2013-11-01,681.599976,688.000000,678.200012,683.799988,663.121094,3910611
2013-11-05,683.799988,685.000000,673.000000,676.250000,655.799377,3564618
2013-11-06,678.900024,679.200012,665.250000,668.900024,648.671692,1152663
2013-11-07,670.000000,677.500000,656.900024,665.400024,645.277527,1947285
2013-11-08,663.400024,667.650024,644.650024,652.500000,632.767578,3370190
2013-11-11,644.000000,660.700012,616.700012,654.250000,634.464783,2804076
2013-11-12,652.549988,663.049988,643.349976,645.950012,626.415710,2245080
2013-11-13,639.000000,647.450012,628.349976,633.700012,614.536133,2640271
2013-11-14,638.000000,649.900024,638.000000,642.200012,622.779175,3156715
2013-11-18,642.200012,670.000000,642.200012,668.799988,648.574707,3718480
2013-11-19,668.400024,668.400024,657.450012,660.049988,640.089294,1697259
2013-11-20,656.700012,659.000000,646.400024,649.549988,629.906860,2092524
2013-11-21,644.549988,645.599976,635.150024,637.650024,618.366760,3196914
2013-11-22,642.500000,646.900024,635.099976,642.150024,622.730591,1873096
2013-11-25,648.049988,661.750000,648.049988,659.750000,639.798401,4037635
2013-11-26,657.700012,659.900024,648.400024,652.950012,633.203979,3619629
