Date,Open,High,Low,Close,Adj Close,Volume
2013-04-04,418.200012,418.200012,402.049988,405.149994,393.355682,2162736
2013-04-05,404.100006,405.299988,398.149994,400.850006,389.180817,1357287
2013-04-08,400.600006,406.799988,392.600006,393.500000,382.044769,1898773
2013-04-09,397.899994,402.299988,388.500000,390.250000,378.889404,1325954
2013-04-10,390.950012,393.149994,383.049988,387.149994,375.879639,2785331
2013-04-11,392.000000,404.149994,388.500000,401.200012,389.520630,2565069
2013-04-12,398.000000,403.899994,393.700012,400.549988,388.889557,2765801
2013-04-15,404.200012,408.500000,400.000000,401.950012,390.248779,1300962
2013-04-16,404.850006,421.899994,403.500000,417.250000,405.103394,2561442
2013-04-17,422.700012,423.750000,410.250000,419.600006,407.384979,1071016
2013-04-18,423.000000,456.000000,417.200012,450.350006,437.239807,5512207
2013-04-22,450.350006,471.899994,450.350006,466.399994,452.822540,4233365
2013-04-23,467.500000,467.500000,450.600006,461.149994,447.725403,2117529
2013-04-25,461.149994,478.500000,460.950012,467.850006,454.230408,3011657
2013-04-26,467.450012,467.450012,453.000000,458.149994,444.812714,2336599
2013-04-29,457.500000,484.200012,448.700012,477.700012,463.793671,2814078
2013-04-30,479.000000,480.000000,466.100006,467.750000,454.133301,1179396
2013-05-02,467.750000,476.700012,465.000000,472.799988,459.036255,1157355
2013-05-03,473.200012,476.399994,457.850006,468.049988,454.424500,1386740
2013-05-06,465.500000,476.549988,456.649994,474.500000,460.686798,1621140
2013-05-07,476.500000,494.649994,473.100006,484.899994,470.783966,2141462
2013-05-08,484.500000,495.000000,483.950012,493.200012,478.842377,2039165
2013-05-09,494.000000,495.000000,487.450012,488.899994,474.667572,1567833
2013-05-10,489.000000,509.500000,488.899994,505.649994,490.929993,2592210
2013-05-13,507.950012,508.600006,491.399994,493.149994,478.793854,1799085
2013-05-14,493.500000,496.950012,487.100006,490.299988,476.026855,765284
2013-05-15,495.200012,516.500000,492.100006,514.049988,499.085449,2091125
2013-05-16,511.250000,527.299988,509.250000,524.549988,509.279785,1940442
2013-05-17,524.000000,524.450012,506.049988,511.100006,496.221313,1790256
2013-05-20,513.000000,519.500000,499.500000,501.799988,487.192047,1230538
2013-05-21,502.250000,507.799988,494.000000,496.299988,481.852112,810945
2013-05-22,498.299988,504.399994,489.350006,494.299988,479.910370,1416886
2013-05-23,492.000000,499.649994,484.850006,491.100006,476.803558,1238524
2013-05-24,498.899994,502.000000,487.000000,498.250000,483.745361,706236
2013-05-27,497.000000,531.500000,496.950012,529.349976,513.940063,2357861
2013-05-28,530.000000,531.900024,518.049988,523.000000,507.774841,1039356
2013-05-29,521.799988,525.000000,514.299988,516.849976,501.803925,874714
2013-05-30,512.650024,531.700012,512.650024,528.849976,513.454590,1267557
2013-05-31,526.799988,526.799988,512.950012,517.299988,502.240814,588014
2013-06-03,520.000000,525.400024,501.450012,509.899994,495.056244,1412889
2013-06-04,509.000000,519.799988,506.500000,509.399994,494.570770,770478
2013-06-05,505.250000,519.000000,502.700012,512.250000,497.337830,927599
2013-06-06,510.000000,515.450012,504.100006,509.700012,494.862061,1055016
2013-06-07,506.049988,513.000000,505.049988,507.149994,492.386322,708581
2013-06-10,503.649994,512.000000,492.399994,495.450012,481.026947,1023103
2013-06-11,495.000000,495.000000,471.649994,476.899994,463.016876,1827166
2013-06-12,480.000000,497.799988,474.000000,492.600006,478.259888,1015978
2013-06-13,488.000000,493.700012,481.049988,488.799988,474.570496,810475
2013-06-14,491.700012,492.850006,477.549988,482.100006,468.065552,1758294
2013-06-17,479.299988,488.500000,469.500000,486.100006,474.904327,1074238
2013-06-18,485.399994,486.750000,473.000000,477.600006,466.600128,647101
2013-06-19,477.000000,482.000000,471.750000,478.450012,467.430511,700024
2013-06-20,472.000000,472.000000,446.100006,449.250000,438.903015,1455164
2013-06-21,447.500000,468.399994,440.350006,464.299988,453.606415,1846376
2013-06-24,462.450012,465.899994,449.000000,453.700012,443.250549,1505334
2013-06-25,453.000000,479.799988,449.000000,471.700012,460.835999,1835731
2013-06-26,475.000000,475.500000,452.000000,455.200012,444.716003,1511583
2013-06-27,462.000000,464.000000,449.250000,455.649994,445.155640,1383441
2013-06-28,463.100006,469.950012,454.450012,467.450012,456.683838,1760619
2013-07-01,466.500000,481.899994,465.000000,471.950012,461.080200,1003751
2013-07-02,469.100006,478.799988,466.850006,476.450012,465.476563,963654
2013-07-03,472.799988,477.000000,463.100006,467.250000,456.488495,689427
2013-07-04,468.549988,485.000000,468.549988,472.299988,461.422150,1593383
2013-07-05,475.250000,479.000000,465.399994,475.049988,464.108826,1033634
2013-07-08,473.000000,494.700012,468.000000,492.200012,480.863831,2004937
2013-07-09,496.000000,507.000000,496.000000,503.500000,491.903595,1443282
2013-07-10,508.000000,513.400024,490.549988,495.950012,484.527466,3378634
2013-07-11,507.000000,516.799988,503.299988,510.700012,498.937744,2233280
2013-07-12,513.000000,513.599976,499.399994,502.850006,491.268494,1328001
2013-07-15,502.049988,509.750000,499.549988,506.350006,494.687897,667294
2013-07-16,489.000000,489.000000,461.100006,466.399994,455.657990,2917668
2013-07-17,471.950012,471.950012,441.200012,453.899994,443.445953,3539319
2013-07-18,457.000000,470.450012,454.450012,465.000000,454.290253,4039242
2013-07-19,465.000000,465.000000,440.200012,445.000000,434.750916,3204539
2013-07-22,445.000000,462.600006,441.549988,459.049988,448.477325,1812575
2013-07-23,466.500000,471.000000,460.600006,462.950012,452.287506,1689821
2013-07-24,449.850006,450.350006,419.500000,423.549988,413.794952,5520199
2013-07-25,423.600006,431.950012,419.950012,422.450012,412.720276,3598704
2013-07-26,429.500000,430.149994,404.100006,420.149994,410.473236,2335051
2013-07-29,420.250000,425.750000,408.149994,412.450012,402.950623,2008750
2013-07-30,415.000000,420.799988,393.649994,398.700012,389.517273,3632814
2013-07-31,395.000000,395.000000,367.799988,387.450012,378.526428,3026323
2013-08-01,391.950012,398.600006,368.100006,392.950012,383.899719,3827048
2013-08-02,398.500000,406.500000,380.350006,390.450012,381.457336,3145030
2013-08-05,398.899994,401.850006,379.350006,390.899994,381.896912,1846081
2013-08-06,382.649994,386.100006,353.000000,360.149994,351.855164,2679728
