Date,Open,High,Low,Close,Adj Close,Volume
2013-04-04,244.000000,248.225006,240.662994,244.250000,217.479950,3446784
2013-04-05,245.725006,245.725006,239.274994,240.462006,214.107101,1188644
2013-04-08,241.449997,247.850006,240.875000,245.988007,219.027451,1787424
2013-04-09,248.037994,248.462006,240.811996,241.787994,215.287781,1417476
2013-04-10,244.024994,251.250000,242.011993,249.636993,222.276535,1055748
2013-04-11,251.250000,252.500000,245.561996,249.175003,221.865173,892204
2013-04-12,242.500000,247.125000,238.287994,245.000000,218.147720,1530756
2013-04-15,243.500000,245.688004,241.250000,242.488007,215.911072,766528
2013-04-16,242.250000,245.000000,240.250000,243.162994,216.512070,776852
2013-04-17,244.449997,245.725006,238.000000,238.800003,212.627274,830496
2013-04-18,238.761993,238.761993,234.125000,237.574997,211.536530,726348
2013-04-22,237.574997,240.750000,231.311996,232.725006,207.218094,1118852
2013-04-23,232.175003,237.375000,226.699997,231.024994,205.704422,1360908
2013-04-25,231.024994,233.475006,228.863007,231.886993,206.471954,2447340
2013-04-26,232.250000,236.625000,230.250000,231.574997,206.194122,1232772
2013-04-29,232.675003,238.500000,231.011993,236.449997,210.534836,854772
2013-04-30,236.250000,240.938004,232.050003,238.311996,212.192749,1217432
2013-05-02,238.311996,244.750000,238.311996,241.412994,214.953873,1134208
2013-05-03,241.625000,248.449997,239.524994,246.662994,219.628479,1447848
2013-05-06,247.475006,253.199997,246.662994,250.412994,222.967468,2079144
2013-05-07,251.712006,254.500000,249.837006,251.386993,223.834717,844288
2013-05-08,252.000000,253.688004,244.500000,245.949997,218.993637,1211580
2013-05-09,245.949997,247.811996,244.537994,245.850006,218.904602,758536
2013-05-10,246.250000,247.475006,242.000000,244.011993,217.268021,566044
2013-05-13,249.488007,250.912994,237.587006,238.712006,212.548920,989880
2013-05-14,239.250000,243.500000,237.886993,239.613007,213.351166,1013372
2013-05-15,240.561996,241.988007,235.375000,238.500000,212.360153,2196868
2013-05-16,238.000000,240.000000,234.386993,235.574997,209.755722,1301320
2013-05-17,237.500000,238.750000,230.287994,231.962006,206.538727,1635352
2013-05-20,232.925003,234.000000,229.500000,230.524994,205.259201,1694632
2013-05-21,231.274994,233.725006,223.761993,227.462006,202.531937,5450172
2013-05-22,240.500000,244.863007,233.324997,235.824997,209.978317,10670120
2013-05-23,236.738007,240.199997,234.425003,238.125000,212.026245,2547880
2013-05-24,239.675003,241.212006,236.337006,237.863007,211.792969,893304
2013-05-27,237.750000,239.787994,236.250000,238.412994,212.282669,872084
2013-05-28,239.250000,246.750000,238.037994,245.899994,218.949097,2392500
