Date,Open,High,Low,Close,Adj Close,Volume
2013-04-04,86.500000,87.370003,85.000000,85.370003,64.636253,10367295
2013-04-05,85.400002,86.900002,84.639999,85.129997,64.454536,9522365
2013-04-08,85.400002,86.089996,84.709999,85.070000,64.409119,5022015
2013-04-09,85.800003,87.360001,84.709999,84.910004,64.287979,9051245
2013-04-10,85.400002,85.980003,83.349998,85.690002,64.878532,11236575
2013-04-11,86.800003,87.699997,85.500000,87.370003,66.150513,10320780
2013-04-12,87.400002,88.940002,86.669998,88.510002,67.013641,9257855
2013-04-15,89.000000,92.660004,88.620003,91.580002,69.338028,11970230
2013-04-16,91.800003,94.120003,91.800003,93.779999,71.003723,10249140
2013-04-17,94.830002,97.599998,93.639999,95.879997,72.593697,33430050
2013-04-18,96.540001,98.599998,94.900002,98.250000,74.388092,15909155
2013-04-22,98.250000,99.800003,97.570000,98.870003,74.857513,11689930
2013-04-23,99.379997,99.489998,96.820000,99.040001,74.986229,10095395
2013-04-25,99.040001,101.660004,98.699997,100.760002,76.288490,13817710
2013-04-26,100.190002,100.480003,98.930000,99.550003,75.372368,4704920
2013-04-29,99.550003,101.540001,98.349998,100.989998,76.462631,7395980
2013-04-30,101.199997,101.800003,98.839996,100.330002,75.962921,8479455
2013-05-02,100.330002,102.199997,100.129997,100.919998,76.409637,8054630
2013-05-03,100.919998,101.709999,99.099998,99.500000,75.334518,18797890
2013-05-06,99.400002,99.599998,97.400002,99.279999,75.167938,7024525
2013-05-07,99.400002,102.199997,99.010002,101.650002,76.962341,8163965
2013-05-08,101.800003,102.510002,100.820000,101.339996,76.727623,4979590
2013-05-09,101.379997,102.379997,100.260002,100.570000,76.144638,5064430
2013-05-10,100.199997,102.349998,99.900002,102.000000,77.227333,7248730
2013-05-13,102.199997,102.800003,100.230003,100.570000,76.144638,4427455
2013-05-14,100.570000,102.089996,99.599998,101.529999,76.871483,6268460
2013-05-15,101.610001,106.239998,101.610001,105.570000,79.930290,10867955
2013-05-16,106.000000,109.400002,106.000000,108.510002,82.156258,11647435
2013-05-17,108.800003,109.540001,107.510002,108.550003,82.186546,6225355
2013-05-20,108.599998,109.400002,105.620003,105.980003,80.240715,6713815
2013-05-21,105.900002,106.379997,102.730003,103.050003,78.022331,7879880
2013-05-22,104.000000,104.529999,100.970001,101.970001,77.204620,6380590
2013-05-23,100.900002,100.980003,98.800003,99.339996,79.915665,7569735
2013-05-24,100.800003,101.800003,99.169998,101.000000,81.251083,6397200
2013-05-27,101.000000,104.099998,100.800003,103.730003,83.447273,5746935
2013-05-28,103.800003,104.500000,102.599998,103.089996,82.932411,5052105
2013-05-29,103.010002,103.330002,100.099998,100.580002,80.913200,5631005
2013-05-30,100.010002,101.480003,99.610001,100.000000,80.446609,5747865
2013-05-31,100.199997,100.489998,97.199997,97.459999,78.403267,7125855
2013-06-03,97.510002,100.790001,97.300003,100.540001,80.881027,6786515
