Date,Open,High,Low,Close,Adj Close,Volume
2013-04-04,736.250000,737.286987,718.013000,720.013000,553.244873,3749980
2013-04-05,719.750000,724.750000,712.500000,716.463013,550.517151,2186480
2013-04-08,712.500000,718.411987,706.812012,707.974976,543.995117,1858180
2013-04-09,708.388000,709.737000,689.062012,691.588013,531.403687,5420328
2013-04-10,700.750000,706.950012,694.062012,703.911987,540.873230,3275808
2013-04-11,716.625000,733.900024,708.724976,729.174988,560.284912,8509336
2013-04-12,656.263000,656.263000,567.174988,574.161987,441.175629,49013872
2013-04-15,572.500000,589.250000,551.000000,584.763000,449.321259,33279988
2013-04-16,579.750000,581.500000,571.750000,574.062012,441.098846,7150868
2013-04-17,575.000000,577.987000,562.500000,570.963013,438.717651,7574572
2013-04-18,571.599976,580.750000,570.325012,573.924988,440.993561,6612184
2013-04-22,573.924988,573.924988,555.888000,561.138000,431.168304,7700644
2013-04-23,562.500000,567.650024,561.099976,565.562012,434.567505,3934980
2013-04-25,565.562012,565.562012,555.786987,556.924988,427.931030,6881172
2013-04-26,555.025024,559.450012,550.625000,553.000000,424.915131,5564792
2013-04-29,551.500000,562.200012,546.500000,557.325012,428.238434,4482840
2013-04-30,558.500000,560.588013,555.549988,558.862000,429.419434,4420360
2013-05-02,558.862000,572.862000,558.862000,571.674988,439.264709,4688092
2013-05-03,574.187988,581.000000,569.549988,576.987000,443.346344,4558596
2013-05-06,578.750000,586.250000,578.750000,585.275024,449.714691,3000052
2013-05-07,587.500000,588.750000,581.187988,587.200012,451.193878,3491552
2013-05-08,591.250000,595.000000,584.513000,587.661987,451.548798,3639176
2013-05-09,587.974976,592.224976,587.500000,590.349976,453.614227,2280712
2013-05-10,590.525024,596.250000,589.275024,592.888000,455.564392,2267020
2013-05-13,588.750000,590.536987,582.575012,584.900024,449.426544,2507480
2013-05-14,584.325012,592.700012,584.325012,587.513000,451.434357,2242224
2013-05-15,588.250000,593.174988,586.849976,590.112000,453.431305,4446588
2013-05-16,588.375000,589.950012,578.312012,583.150024,448.081909,3495876
2013-05-17,584.224976,592.250000,583.750000,587.937988,451.760956,3215876
2013-05-20,586.500000,595.750000,586.000000,593.013000,455.660461,4379144
2013-05-21,592.549988,604.263000,591.737000,599.400024,460.568085,2830064
2013-05-22,600.000000,608.250000,594.562012,596.325012,458.205322,3122836
2013-05-23,594.000000,604.812012,589.036987,589.963013,453.316925,2550292
2013-05-24,590.400024,596.250000,583.500000,586.974976,451.020874,1844324
2013-05-27,585.299988,596.500000,582.575012,593.174988,455.784851,1662584
2013-05-28,592.500000,595.000000,588.411987,591.549988,454.536255,2117476
2013-05-29,592.500000,597.750000,583.250000,588.099976,451.885376,2583264
